RestaurantName,Rating,InspectionDate,Location 1
LATINO RESTAURANT,STANDARD,08/23/2010 12:00 AM,"10841 Q ST #124
Omaha, NE
(41.205292154251765, -96.0835630793726)"
LAURA DODGE SCHOOL,SUPERIOR,06/13/2011 12:00 AM,"3520 MAPLEWOOD BLV
Omaha, NE
(41.29031405890174, -96.06438054048766)"
LAVA JAY'S BAR & LOUNGE,EXCELLENT,01/26/2011 12:00 AM,"3623 N0 129 ST
Omaha, NE
(41.260689999643944, -95.94059000012828)"
LAZLO'S BREWERY & GRILL,EXCELLENT,03/28/2011 12:00 AM,"2425 SO 192 AVE
Omaha, NE
(41.23844931725769, -96.21618076887589)"
LEAVENWORTH BAR,STANDARD,02/11/2011 12:00 AM,"4556 LEAVENWORTH ST
Omaha, NE
(41.25245856468736, -95.98195216139271)"
LEGACY GYROS,STANDARD,06/21/2011 12:00 AM,"16920 WRIGHT PLZ STE 114
Omaha, NE
(41.23303544714501, -96.17831936612394)"
LEGENDS PATIO BAR & GRILL,STANDARD,02/10/2011 12:00 AM,"6910 NO 102 CIR
Omaha, NE
(41.3218220572753, -96.07228406496579)"
LEGION BASEBALL/ELKHORN,EXCELLENT,06/07/2011 12:00 AM,"P.O. BOX 68
Omaha, NE
(41.260689999643944, -95.94059000012828)"
LEO'S DINER,EXCELLENT,03/30/2011 12:00 AM,"6055 MAPLE ST
Omaha, NE
(41.28499906570863, -96.00624836451368)"
LE PEEP RESTAURANT,EXCELLENT,08/01/2011 12:00 AM,"559 NO 155 PLZ
Omaha, NE
(41.26376221252968, -96.15661151258514)"
LE PEEP RESTAURANT,EXCELLENT,03/03/2011 12:00 AM,"2012 NO 117 ST
Omaha, NE
(41.277948538832035, -96.09829041461815)"
LE PEEP RESTAURANT,EXCELLENT,05/17/2011 12:00 AM,"17660 WRIGHT ST #20
Omaha, NE
(41.232605427740395, -96.19155064824088)"
LE QUARTIER BAKING CO.,STANDARD,07/08/2011 12:00 AM,"8706 COUNTRYSIDE PLZ
Omaha, NE
(41.2495494400666, -96.04719741771824)"
LE VOLTAIRE INC,EXCELLENT,03/04/2011 12:00 AM,"569 NO 155 PLAZA
Omaha, NE
(41.26397799163783, -96.15700540953982)"
LEWIS AND CLARK JR HIGH,SUPERIOR,06/14/2011 12:00 AM,"6901 BURT ST
Omaha, NE
(41.266886720038485, -96.0216267712147)"
LIBERTY ELEMENTARY,SUPERIOR,06/08/2011 12:00 AM,"2021 ST MARYS AVE
Omaha, NE
(41.25418829298479, -95.94385340212085)"
LIBRARY PUB,STANDARD,03/24/2011 12:00 AM,"5142 NO 90 ST
Omaha, NE
(41.30544065543461, -96.05269834732701)"
LIFETIME FITNESS,EXCELLENT,03/22/2011 12:00 AM,"17007 ELM PLZ
Omaha, NE
(41.23079927675366, -96.17454014724821)"
LIGHTHOUSE BAR & GRILL,STANDARD,07/13/2011 12:00 AM,"15676 W MAPLE RD
Omaha, NE
(41.292284437604735, -96.15929710711099)"
LIL WILLY'S CATERING,EXCELLENT,02/11/2011 12:00 AM,"3614 SO 61 AVE CIR
Omaha, NE
(41.226004387524426, -96.00691952014338)"
LINAS MEXICAN RESTAURANT,STANDARD,10/20/2010 12:00 AM,"5832 SO 144 ST
Omaha, NE
(41.20079554410523, -96.13885339773395)"
LIQUID LOUNGE,EXCELLENT,04/26/2011 12:00 AM,"11341 DAVENPORT
Omaha, NE
(41.260267755801856, -96.08951602139996)"
LIT,STANDARD,03/01/2011 12:00 AM,"1129 SO 180 ST
Omaha, NE
(41.24795599132176, -96.19629309574538)"
LITHUANIAN BAKERY,STANDARD,06/07/2011 12:00 AM,"7427 PACIFIC ST
Omaha, NE
(41.2488013540293, -96.02747236440518)"
LITHUANIAN BAKERY,STANDARD,03/09/2011 12:00 AM,"5217 SO 33
Omaha, NE
(41.260689999643944, -95.94059000012828)"
LITTLE CAESARS PIZZA,EXCELLENT,03/28/2011 12:00 AM,"2221 NO 90 ST
Omaha, NE
(41.27925239794138, -96.05252747614145)"
LITTLE CAESARS PIZZA,EXCELLENT,11/18/2010 12:00 AM,"2925 K ST
Omaha, NE
(41.21340317549726, -95.95052293698598)"
LITTLE CAESARS PIZZA,EXCELLENT,03/17/2011 12:00 AM,"15619 W DODGE RD
Omaha, NE
(41.26152529430962, -96.15853040409465)"
LITTLE CAESARS PIZZA,EXCELLENT,03/21/2011 12:00 AM,"7446 NO 30 ST
Omaha, NE
(41.32731365162295, -95.95795549387263)"
LITTLE CAESARS PIZZA,EXCELLENT,05/10/2011 12:00 AM,"18111 Q ST
Omaha, NE
(41.20516624916763, -96.19962958047404)"
LITTLE CAESARS PIZZA,EXCELLENT,07/28/2011 12:00 AM,"13909 R PLZ
Omaha, NE
(41.20456097129833, -96.1312080534674)"
LITTLE KING RESTAURANT,EXCELLENT,07/08/2011 12:00 AM,"5490 NO 90 ST
Omaha, NE
(41.309129853927644, -96.052763484045)"
LITTLE KING RESTAURANT,STANDARD,03/23/2010 12:00 AM,"14004 Q ST
Omaha, NE
(41.20518218790405, -96.13134055210426)"
LITTLE KING RESTAURANT,EXCELLENT,03/30/2011 12:00 AM,"330 NO 114 ST
Omaha, NE
(41.26086126244218, -96.09098248611434)"
LITTLE KING RESTAURANT,EXCELLENT,04/12/2011 12:00 AM,"2916 SO 84 ST
Omaha, NE
(41.23220887910828, -96.04318447246791)"
LITTLE KING RESTAURANT,EXCELLENT,06/08/2011 12:00 AM,"3015 FARNAM ST
Omaha, NE
(41.257622839677936, -95.95712861601707)"
LITTLE KING RESTAURANT,EXCELLENT,07/05/2011 12:00 AM,"1201 HOWARD ST
Omaha, NE
(41.25544734382578, -95.9321981886211)"
LITTLE KING RESTAURANT,EXCELLENT,07/05/2011 12:00 AM,"5055 SO 108 ST
Omaha, NE
(41.20722569661473, -96.08142269294285)"
LITTLE POLONIA BAR,STANDARD,04/18/2011 12:00 AM,"3804 Q ST
Omaha, NE
(41.205391079674996, -95.97073413757664)"
LIV LOUNGE,EXCELLENT,01/21/2011 12:00 AM,"2279 SO 67 ST
Omaha, NE
(41.23900047635042, -96.01456806969506)"
LOFT 610,EXCELLENT,07/14/2011 12:00 AM,"220 SO 31 AVE, STE 3107
Omaha, NE
(41.26054410804767, -95.95920010398864)"
LONCHERE ZACATECAZ,STANDARD,09/22/2010 12:00 AM,"6621 RAILROAD AVE
Omaha, NE
(41.19298043567062, -95.93884417841764)"
LONESTAR STEAKHOUSE,EXCELLENT,04/11/2011 12:00 AM,"17501 W CENTER RD
Omaha, NE
(41.2340974388502, -96.18934133645888)"
LONG JOHN SILVER'S #5252,EXCELLENT,05/03/2011 12:00 AM,"5023 SO 108 ST
Omaha, NE
(41.208862462708055, -96.08142269294285)"
LONG JOHN SILVER'S #5309,STANDARD,05/26/2010 12:00 AM,"4440 DODGE ST
Omaha, NE
(41.25970113702442, -95.98110332057445)"
LONG JOHN SILVER'S #5427,EXCELLENT,02/28/2011 12:00 AM,"4820 L ST
Omaha, NE
(41.21259757430284, -95.98693117113491)"
LONNELL'S SOUTHERN DELIGHTS,EXCELLENT,02/25/2011 12:00 AM,"3112 NO 16 ST
Omaha, NE
(41.28739126230653, -95.93741425639104)"
LOOSE MOOSE,STANDARD,02/28/2011 12:00 AM,"4915 NO 120 ST
Omaha, NE
(41.30428952323712, -96.10066818436991)"
LOS COMPAYES,STANDARD,05/31/2010 12:00 AM,"3302 Q ST
Omaha, NE
(41.205454032217006, -95.96297298846378)"
LO SOLE MIO'S,EXCELLENT,01/27/2011 12:00 AM,"3001 SO 32 AVE
Omaha, NE
(41.23201101174226, -95.96040092745994)"
LOS PORTALES,STANDARD,03/03/2011 12:00 AM,"2614 SO 13 ST
Omaha, NE
(41.23430428291698, -95.93332234115775)"
LOTHROP SCHOOL CAFETERIA,EXCELLENT,06/17/2011 12:00 AM,"3424 NO 22 ST
Omaha, NE
(41.28985127512488, -95.94546420572642)"
LOTHROP SOCIAL HALL,EXCELLENT,02/24/2011 12:00 AM,"3232 NO 24 ST
Omaha, NE
(41.288857157214295, -95.94700102922337)"
LOUIE M'S RESTAURANT,STANDARD,03/24/2011 12:00 AM,"1718 VINTON ST
Omaha, NE
(41.233629791395, -95.93939276485554)"
LOUIS BEER-LIQUOR MARKET,FAIR,06/07/2011 12:00 AM,"5702 NW RADIAL HWY
Omaha, NE
(41.28499906570863, -96.00101431030316)"
LOUIS MARKET,EXCELLENT,05/25/2011 12:00 AM,"5718 NW RADIAL HWY
Omaha, NE
(41.28499906570863, -96.00117618826846)"
LOVELAND SCHOOL,SUPERIOR,05/02/2011 12:00 AM,"8100 PACIFIC ST
Omaha, NE
(41.248874163250434, -96.03936715729347)"
LYNX LOUNGE,STANDARD,06/21/2010 12:00 AM,"1604-06 NO 47 ST
Omaha, NE
(41.260689999643944, -95.94059000012828)"
MACKY D'S LOUNGE,STANDARD,05/05/2010 12:00 AM,"8414 Q ST
Omaha, NE
(41.205382949913485, -96.04331567522172)"
MADONNA SCHOOL,EXCELLENT,02/24/2010 12:00 AM,"6402 NO 71 PLZ
Omaha, NE
(41.316241140620285, -96.02184366948373)"
MAE'S HEALTH AND WELLNESS,EXCELLENT,03/03/2011 12:00 AM,"8908 H ST
Omaha, NE
(41.217518990554446, -96.04937601227405)"
MAGGIE MOO'S,EXCELLENT,02/25/2011 12:00 AM,"510 SO 12 ST
Omaha, NE
(41.25531258687318, -95.93192037667981)"
MAGGIE MOO'S,STANDARD,07/18/2011 12:00 AM,"12241 W CENTER RD
Omaha, NE
(41.233989520206705, -96.10306937418812)"
MAGNOLIA HOTEL,STANDARD,04/22/2011 12:00 AM,"1615 HOWARD ST
Omaha, NE
(41.25549230992726, -95.93816968689566)"
MAHOGANY PRIME STEAK,EXCELLENT,04/19/2011 12:00 AM,"13665 CALIFORNIA ST
Omaha, NE
(41.26581652682364, -96.12843924863466)"
MAI THAI,STANDARD,02/16/2011 12:00 AM,"14618 W CENTER RD
Omaha, NE
(41.23401195490443, -96.14306003269428)"
MALARA'S ITALIAN CARRY-OUT,EXCELLENT,03/15/2011 12:00 AM,"2123 PIERCE ST
Omaha, NE
(41.24811700582819, -95.94377642385223)"
MALONEY'S IRISH PUB,STANDARD,06/23/2010 12:00 AM,"1830 NO 72 ST
Omaha, NE
(41.276428526769394, -96.02389306272858)"
MAMA'S PIZZA,EXCELLENT,03/29/2010 12:00 AM,"715 NO SADDLE CREEK RD
Omaha, NE
(41.26590625189312, -95.98060859466649)"
MAMA'S PIZZA WEST,EXCELLENT,05/25/2011 12:00 AM,"15615 PACIFIC ST
Omaha, NE
(41.24849558453934, -96.1584766044133)"
MANCHESTER ELEM SCHOOL,SUPERIOR,03/03/2011 12:00 AM,"2750 CLEVELAND BLVD
Omaha, NE
(41.260689999643944, -95.94059000012828)"
MANDARIN EXPRESS,EXCELLENT,04/18/2011 12:00 AM,"210 SO 16 ST
Omaha, NE
(41.25834316076015, -95.93718043266347)"
MANGELSEN'S,EXCELLENT,04/01/2011 12:00 AM,"3457 SO 84 ST
Omaha, NE
(41.228759059497214, -96.04303994470807)"
MANGIA ITALIANA,EXCELLENT,01/25/2011 12:00 AM,"6516 IRVINGTON RD
Omaha, NE
(41.31839988587683, -96.0536516286781)"
MANHATTANS,EXCELLENT,03/29/2011 12:00 AM,"222 SO 19 ST
Omaha, NE
(41.25838486461349, -95.94122369921294)"
MANILA GRILL,STANDARD,07/12/2011 12:00 AM,"5010 SO 108 ST
Omaha, NE
(41.207428882096245, -96.0814969839486)"
MAPLE RIDGE ADULT LIVING,EXCELLENT,05/02/2011 12:00 AM,"3525 NO 167 CIR
Omaha, NE
(41.290368018223546, -96.17619324839052)"
MAPLEWOOD LANES,EXCELLENT,02/15/2011 12:00 AM,"3030 NO 101 ST
Omaha, NE
(41.285935445996856, -96.06997163400489)"
MARCUS MIDTOWN CINEMA,STANDARD,05/20/2011 12:00 AM,"3201 FARNAM ST
Omaha, NE
(41.2576588125591, -95.96042790712082)"
MARGARITA'S,EXCELLENT,03/23/2011 12:00 AM,"3636 SO 72 ST
Omaha, NE
(41.22643034159509, -96.02407387349467)"
MARIA BONITA,STANDARD,02/16/2011 12:00 AM,"1921 MISSOURI AVE
Omaha, NE
(41.21291554931278, -95.94080850725499)"
MARI SANDOZ SCHOOL,SUPERIOR,02/23/2011 12:00 AM,"5959 OAK HILLS DR
Omaha, NE
(41.1984123407276, -96.10663068942415)"
MARI'S FRUITS & VEGTABLES,STANDARD,04/28/2011 12:00 AM,"2410 SO 13 ST
Omaha, NE
(41.236525608329316, -95.93334032759833)"
MARKET BASKET,STANDARD,06/23/2011 12:00 AM,"911 SO 87 AVE
Omaha, NE
(41.24989345568065, -96.04838583410286)"
MARKS,EXCELLENT,01/12/2010 12:00 AM,"4916 UNDERWOOD AVE
Omaha, NE
(41.2650790827596, -95.98945802222664)"
MARQUEE (THE),EXCELLENT,07/26/2011 12:00 AM,"14809 W MAPLE RD
Omaha, NE
(41.29201421759914, -96.14503969379683)"
MARRAKECK,STANDARD,06/22/2011 12:00 AM,"210 SO 16 ST STE 104
Omaha, NE
(41.25834316076015, -95.93718043266347)"
MARRS ELEM AND JR HIGH,SUPERIOR,06/23/2011 12:00 AM,"5619 SO 19 ST
Omaha, NE
(41.200372862751465, -95.94042698518922)"
MARU SUSHI KOREAN GRILL,STANDARD,04/28/2011 12:00 AM,"5032 SO 108 ST
Omaha, NE
(41.20698929352187, -96.08150121076183)"
MARYLEBONE TAVERN,STANDARD,06/24/2011 12:00 AM,"3710 LEAVENWORTH
Omaha, NE
(41.25243547848646, -95.96810377482552)"
MARY OUR QUEEN SCHOOL,EXCELLENT,11/04/2010 12:00 AM,"3405 SO 119 ST
Omaha, NE
(41.22496932025285, -96.09964295725649)"
MATSU SUSHI,STANDARD,02/25/2011 12:00 AM,"1009 FARNAM ST
Omaha, NE
(41.25755175737436, -95.92979699880289)"
MATT EDWARDS FINE FOODS,EXCELLENT,07/11/2011 12:00 AM,"1822 NO 120 ST
Omaha, NE
(41.27688168927217, -96.10057197589636)"
MAX (THE),EXCELLENT,11/24/2010 12:00 AM,"1417 JACKSON ST
Omaha, NE
(41.25435427789909, -95.93479730190147)"
MCAULEY CENTER,EXCELLENT,05/26/2011 12:00 AM,"12809 W DODGE RD
Omaha, NE
(41.26285775734726, -96.11237735719135)"
MCDONALD'S,STANDARD,02/24/2010 12:00 AM,"2410 CUMING ST
Omaha, NE
(41.267956913253386, -95.94751364278011)"
MCDONALD'S,STANDARD,03/11/2010 12:00 AM,"10777 Q ST
Omaha, NE
(41.20530114747203, -96.08082014718326)"
MCDONALD'S,STANDARD,10/26/2010 12:00 AM,"13708 Q ST
Omaha, NE
(41.20521121526912, -96.12720717745452)"
MCDONALD'S,EXCELLENT,01/31/2011 12:00 AM,"14449 W CENTER RD
Omaha, NE
(41.233791669360244, -96.14054412314903)"
MCDONALD'S,STANDARD,02/08/2011 12:00 AM,"2760 SO 13 ST
Omaha, NE
(41.23222204797674, -95.93348746633335)"
MCDONALD'S,EXCELLENT,03/30/2011 12:00 AM,"3805 NO 132 ST
Omaha, NE
(41.29338074702167, -96.11961689952722)"
MCDONALD'S,EXCELLENT,04/11/2011 12:00 AM,"3606 SO 84 ST
Omaha, NE
(41.225598845673346, -96.04326445923965)"
MCDONALD'S,STANDARD,04/12/2011 12:00 AM,"122 SO 40 ST
Omaha, NE
(41.25873886245307, -95.97334217146158)"
MCDONALD'S,EXCELLENT,04/12/2011 12:00 AM,"9009 MILITARY AVE
Omaha, NE
(41.310883397680016, -96.0529005720412)"
MCDONALD'S,EXCELLENT,04/14/2011 12:00 AM,"11330 W DODGE RD
Omaha, NE
(41.26407954435076, -96.09071179060714)"
MCDONALD'S,EXCELLENT,04/18/2011 12:00 AM,"4404 NO 30 ST
Omaha, NE
(41.2988935910613, -95.95655182917454)"
MCDONALD'S,EXCELLENT,04/18/2011 12:00 AM,"3404 NO 108 ST
Omaha, NE
(41.29004426229295, -96.08144967260375)"
MCDONALD'S,EXCELLENT,05/09/2011 12:00 AM,"3575 NO 168 CT
Omaha, NE
(41.290880631780226, -96.1784955127855)"
MCDONALD'S,EXCELLENT,05/10/2011 12:00 AM,"12850 L ST
Omaha, NE
(41.212819479637005, -96.11370835379472)"
MCDONALD'S,EXCELLENT,05/17/2011 12:00 AM,"3909 SO 42 ST
Omaha, NE
(41.22139001857619, -95.97585127992335)"
MCDONALD'S,EXCELLENT,05/17/2011 12:00 AM,"18320 WRIGHT ST
Omaha, NE
(41.23317113716007, -96.20155412961674)"
MCDONALD'S,EXCELLENT,05/19/2011 12:00 AM,"2340 NO 72 ST
Omaha, NE
(41.28122191318556, -96.02390205594884)"
MCDONALD'S,STANDARD,06/15/2011 12:00 AM,"7400 WEBER
Omaha, NE
(41.326253026267594, -96.0271616944625)"
MCDONALD'S,EXCELLENT,06/20/2011 12:00 AM,"4635 NO 72 ST
Omaha, NE
(41.30115988257512, -96.02376715764444)"
MCDONALD'S,EXCELLENT,08/02/2011 12:00 AM,"7717 DODGE ST
Omaha, NE
(41.2596921438041, -96.03376761861028)"
MCFLY'S,EXCELLENT,04/06/2011 12:00 AM,"4503 CENTER ST
Omaha, NE
(41.24148900247229, -95.98063965767675)"
MCFOSTER'S NAT KIND CAFE,STANDARD,02/02/2011 12:00 AM,"308 SO 38 ST
Omaha, NE
(41.25769009510711, -95.96908036578695)"
MCGATORS CATERING,EXCELLENT,04/27/2011 12:00 AM,"2499 FREEDOM RD
Omaha, NE
(41.27795337250996, -95.90282063617512)"
MCGREGOR'S GARDEN,EXCELLENT,06/13/2011 12:00 AM,"210 SO 16 ST
Omaha, NE
(41.25834316076015, -95.93718043266347)"
MCKENNA'S,STANDARD,04/04/2011 12:00 AM,"7425 PACIFIC ST
Omaha, NE
(41.2488013540293, -96.02749035084577)"
MCMILLAN JR HI SCHOOL CAF,SUPERIOR,12/09/2010 12:00 AM,"3802 REDICK AVE
Omaha, NE
(41.31753653672865, -95.9696999172429)"
MEADOWS SCHOOL,SUPERIOR,04/18/2011 12:00 AM,"9225 BERRY ST
Omaha, NE
(41.19849327971025, -96.05742878120117)"
MEDITERRANEAN & EUROPEAN GROCERY,EXCELLENT,02/15/2011 12:00 AM,"8601 BLONDO ST
Omaha, NE
(41.27778537044891, -96.04762643976024)"
MEDITERRANEAN FOOD,EXCELLENT,07/19/2011 12:00 AM,"3025 SO 83 PLZ
Omaha, NE
(41.23212894755878, -96.04190553076452)"
MEDITERRANIAN BISTRO,STANDARD,01/05/2011 12:00 AM,"1712 NO 120 ST
Omaha, NE
(41.27592208796758, -96.10059932043343)"
MEKONG MARKET,STANDARD,08/18/2010 12:00 AM,"3068 Q ST
Omaha, NE
(41.20549899831849, -95.9597444223786)"
MENARDS,EXCELLENT,07/13/2011 12:00 AM,"708 NO 120 ST
Omaha, NE
(41.26614028275418, -96.10056925894668)"
MENARDS,EXCELLENT,02/04/2011 12:00 AM,"750 NO 205 AVE
Omaha, NE
(41.260689999643944, -95.94059000012828)"
METHODIST WOMENS HOSPITAL,STANDARD,11/09/2010 12:00 AM,"707 NO 190 PLZ
Omaha, NE
(41.260689999643944, -95.94059000012828)"
METRO COMM COLLEGE FOOD SERV,EXCELLENT,05/09/2011 12:00 AM,"30 &amp; FORT-BLDG 22
Omaha, NE
(41.260689999643944, -95.94059000012828)"
MICHAEL'S AT THE MARKET,EXCELLENT,02/01/2011 12:00 AM,"1102 HARNEY ST
Omaha, NE
(41.25651753704068, -95.93073229371339)"
MICS KARAOKE BAR,STANDARD,02/25/2011 12:00 AM,"1212 SO 119 ST
Omaha, NE
(41.24765944478151, -96.09884079334473)"
MIDTOWN GAS,STANDARD,05/31/2011 12:00 AM,"1222 SO 24 ST
Omaha, NE
(41.24730847946063, -95.94701901566401)"
MIDWEST NEURO SCIENCE CENTER,SUPERIOR,02/10/2011 12:00 AM,"7915 FARNAM ST
Omaha, NE
(41.25784732941355, -96.03605896214358)"
MIDWEST ORIENTAL,STANDARD,06/27/2011 12:00 AM,"2920 SO 84 ST
Omaha, NE
(41.23217126907673, -96.04318447246791)"
MILIO'S SANDWICHES,EXCELLENT,06/09/2011 12:00 AM,"14440 F ST
Omaha, NE
(41.21959137451762, -96.13954587569651)"
MILLARD AMERICAN LEGION,STANDARD,03/15/2010 12:00 AM,"14334 U ST
Omaha, NE
(41.20275066411775, -96.13763182914224)"
MILLARD ATHLETIC,STANDARD,05/15/2010 12:00 AM,"139 &amp; Q ST
Omaha, NE
(41.260689999643944, -95.94059000012828)"
MILLARD CENTRAL JR HIGH,SUPERIOR,03/01/2011 12:00 AM,"12801 L ST
Omaha, NE
(41.2124327711644, -96.11360942837149)"
MILLARD DAIRY QUEEN,EXCELLENT,02/07/2011 12:00 AM,"5071 SO 136 ST
Omaha, NE
(41.20600261865491, -96.1222159401919)"
MILLARD NORTH HIGH SCHOOL,SUPERIOR,03/18/2011 12:00 AM,"1010 SO 144 ST
Omaha, NE
(41.25136442181281, -96.13871849942956)"
MILLARD NORTH JUNIOR HIGH,SUPERIOR,02/25/2011 12:00 AM,"2828 SO 139 PLZ
Omaha, NE
(41.233178434564735, -96.12941540257229)"
MILLARD OVER 60 CENTER,EXCELLENT,08/01/2011 12:00 AM,"2304 SO 135 AVE
Omaha, NE
(41.23772170662829, -96.1254624927177)"
MILLARD PLAZA BALLROOM & CATERING,STANDARD,01/06/2011 12:00 AM,"5339 SO 139 ST
Omaha, NE
(41.203286530080256, -96.13096538722768)"
MILLARD ROADHOUSE,STANDARD,08/02/2011 12:00 AM,"13325 MILLARD AVE
Omaha, NE
(41.21031037117524, -96.12325016052563)"
MILLARD SOUTH HIGH 9-10,SUPERIOR,03/22/2011 12:00 AM,"14905 Q ST
Omaha, NE
(41.20538208645468, -96.14602998752781)"
MILLARD WEST HIGH SCHOOL,SUPERIOR,03/04/2011 12:00 AM,"5710 SO 176 AVE
Omaha, NE
(41.20127218478075, -96.19203030932647)"
MILLER PARK CAFETERIA,EXCELLENT,01/28/2011 12:00 AM,"5625 NO 28 ST
Omaha, NE
(41.201220223542045, -95.95449006809052)"
MILT'S GOLF CENTER INC.,EXCELLENT,08/30/2010 12:00 AM,"6402 Q ST
Omaha, NE
(41.20524718815028, -96.01234576787232)"
MI MAMA'S TORTILLAS LLC,EXCELLENT,07/14/2011 12:00 AM,"828 SO 17 ST
Omaha, NE
(41.25178710316658, -95.93814270723482)"
MIMI'S CAFÉ,STANDARD,03/07/2011 12:00 AM,"301 NO 175 ST
Omaha, NE
(41.26102256368017, -96.1887074532162)"
MINI DONUT EXPRESS,STANDARD,03/19/2011 12:00 AM,"1804 CAPITOL AVE
Omaha, NE
(41.260672404816034, -95.94058886315452)"
MINNE LUSA SCH. CAFETERIA,SUPERIOR,06/20/2011 12:00 AM,"2728 IDA ST
Omaha, NE
(41.32143060111554, -95.95381789020547)"
MIRACLE HILL GOLF & TENNIS,EXCELLENT,05/10/2011 12:00 AM,"1401 NO 120 ST
Omaha, NE
(41.272759292889816, -96.10053328606551)"
MISTER TOAD,EXCELLENT,08/23/2010 12:00 AM,"1002 HOWARD ST
Omaha, NE
(41.255502166606334, -95.92932021498119)"
MITCH'S PUB,STANDARD,04/19/2011 12:00 AM,"5106 NO 156 ST
Omaha, NE
(41.3045235938902, -96.15814278015156)"
MJ JAVA @ METRO COMM COLLEGE,EXCELLENT,12/16/2010 12:00 AM,"2909 BABE GOMEZ BLVD
Omaha, NE
(41.260689999643944, -95.94059000012828)"
MOCKINGBIRD LANES,EXCELLENT,03/03/2011 12:00 AM,"4870 SO 96 ST
Omaha, NE
(41.20977077795766, -96.06215022185495)"
MOCKINGBIRD SCHOOL,SUPERIOR,04/18/2011 12:00 AM,"9301 Q ST
Omaha, NE
(41.20529129079296, -96.05638116096921)"
MOE & CURLY'S PUB,EXCELLENT,07/25/2011 12:00 AM,"2946 NO 108 ST
Omaha, NE
(41.28547565833014, -96.08155430360476)"
MOJO'S SMOKEHOUSE,STANDARD,07/12/2011 12:00 AM,"2110 SO 67 ST
Omaha, NE
(41.23984199045801, -96.01470360888695)"
MO NELLY'S,STANDARD,07/06/2011 12:00 AM,"4001 AMES AVE
Omaha, NE
(41.29956808258328, -95.97236191044965)"
MONROE MIDDLE SCHOOL,SUPERIOR,06/23/2011 12:00 AM,"5105 BEDFORD AVE
Omaha, NE
(41.28854153104527, -95.99287527162117)"
MONTCLAIR ELEM. SCHOOL,SUPERIOR,02/23/2011 12:00 AM,"2405 SO 138 ST
Omaha, NE
(41.238288279506776, -96.12849320795641)"
MORAN WESTWOOD CINEMA INC,STANDARD,03/17/2011 12:00 AM,"2809 SO 125 AVE #297
Omaha, NE
(41.231991929603716, -96.10939029142749)"
MORTON JR HI CAFETERIA,EXCELLENT,06/21/2011 12:00 AM,"4606 TERRACE DR
Omaha, NE
(41.300063546091465, -96.06718823894123)"
MOTHER INDIA,STANDARD,04/05/2011 12:00 AM,"3572 LEAVENWORTH ST
Omaha, NE
(41.25243962020122, -95.96551026919651)"
MOTTO MCLEAN ICE ARENA,EXCELLENT,05/20/2011 12:00 AM,"5015 SO 45 ST
Omaha, NE
(41.20864335962618, -95.98141245444214)"
MOUNT VIEW SCHOOL CAFETERIA,SUPERIOR,06/21/2011 12:00 AM,"5322 NO 52 ST
Omaha, NE
(41.30813862152252, -95.99499784592712)"
MR GOODCENTS,EXCELLENT,06/15/2011 12:00 AM,"16811 BURKE ST, STE 106
Omaha, NE
(41.25929638408231, -96.17801729944829)"
MR GOODCENTS,EXCELLENT,04/12/2011 12:00 AM,"759 NO 114 ST
Omaha, NE
(41.26737893500488, -96.09181198240907)"
MR GOODCENTS,EXCELLENT,06/15/2011 12:00 AM,"17676 WELCH PLZ STE 8
Omaha, NE
(41.206894629421186, -96.19155777300959)"
M'S RESTAURANT INC,STANDARD,07/11/2011 12:00 AM,"422 SO 11 ST
Omaha, NE
(41.255870025179604, -95.93053444286693)"
MT CALVARY SCHOOL,STANDARD,04/14/2010 12:00 AM,"5529 LEAVENWORTH ST
Omaha, NE
(41.25230516296807, -95.9984322618169)"
MT FUJI INN,EXCELLENT,02/22/2011 12:00 AM,"7215 BLONDO ST
Omaha, NE
(41.27780448947419, -96.02470245255495)"
MT MICHAEL ABBEY/HIGH SCHOOL,EXCELLENT,11/05/2010 12:00 AM,"22520 MT MICHAEL RD
Omaha, NE
(41.260689999643944, -95.94059000012828)"
MUDBUGZZ,STANDARD,07/13/2011 12:00 AM,"5702 NW RADIAL HWY
Omaha, NE
(41.28499906570863, -96.00101431030316)"
MUSETTE BAR,EXCELLENT,03/31/2011 12:00 AM,"6020 MAPLE ST
Omaha, NE
(41.28499906570863, -96.00569977807584)"
MUTUAL OF OMAHA,EXCELLENT,06/23/2011 12:00 AM,"MUTUAL OF OMAHA PLZ
Omaha, NE
(41.260689999643944, -95.94059000012828)"
M V P LOUNGE & GRILL,STANDARD,04/28/2010 12:00 AM,"5434 SO 99 ST
Omaha, NE
(41.20396920159902, -96.06772975056269)"
MY PLACE,EXCELLENT,03/18/2011 12:00 AM,"2229 LAKE ST
Omaha, NE
(41.2815186894552, -95.94641646990436)"
MYTH,EXCELLENT,08/05/2010 12:00 AM,"1105 HOWARD ST
Omaha, NE
(41.25544734382578, -95.93111000896567)"
MY-T MART,EXCELLENT,07/28/2011 12:00 AM,"10707 BLONDO ST
Omaha, NE
(41.27780448947419, -96.08003773701773)"
MY WAY LOUNGE,EXCELLENT,04/01/2011 12:00 AM,"2425 NO 84 ST
Omaha, NE
(41.280880170814385, -96.04338137110346)"
NAMASTE FOODS,EXCELLENT,03/25/2011 12:00 AM,"617 NO 114 ST
Omaha, NE
(41.2648818156468, -96.09094650815115)"
